planet_name,planet_orbit,distance
Kepler-357 d,49.499875,688.573
Kepler-358 b,34.060467,1101.1
Kepler-358 c,83.488369,1101.1
Kepler-359 b,25.563222,1443.21
Kepler-359 c,57.68802,1443.21
Kepler-359 d,77.095691,1443.21
Kepler-36 b,13.86825,527.956
Kepler-36 c,16.21865,527.956
Kepler-360 b,3.289672,876.044
Kepler-360 c,7.186434,876.044
Kepler-361 b,8.486616,930.32
Kepler-361 c,55.188023,930.32
Kepler-362 b,10.327186,1090.51
Kepler-362 c,37.866281,1090.51
Kepler-363 b,3.614568,762.596
Kepler-363 c,7.542427,762.596
Kepler-363 d,11.932125,762.596
Kepler-364 b,25.745718,891.462
Kepler-364 c,59.980627,891.462
Kepler-365 b,10.664903,1038.99
Kepler-365 c,17.784129,1038.99
Kepler-366 b,3.281959,1856.28
Kepler-366 c,12.51616,1856.28
Kepler-367 b,37.815724,188.027
Kepler-367 c,53.578637,188.027
Kepler-368 b,26.84768,770.978
Kepler-368 c,72.379334,770.978
Kepler-369 b,2.732756,214
Kepler-369 c,14.871572,214
Kepler-37 b,13.36702,63.9207
Kepler-37 c,21.301848,63.9207
Kepler-37 d,39.7922622,63.9207
Kepler-37 e,51.196,63.9207
Kepler-370 b,4.57953,1167.94
Kepler-370 c,19.02293,1167.94
Kepler-371 b,34.763278,813.192
Kepler-371 c,67.968015,813.192
Kepler-372 b,6.849692,1493.95
Kepler-372 c,20.053763,1493.95
Kepler-372 d,30.092568,1493.95
Kepler-373 b,5.535309,1090.45
Kepler-373 c,16.725948,1090.45
Kepler-374 b,1.897806,1265.61
Kepler-374 c,3.282807,1265.61
Kepler-374 d,5.028219,1265.61
Kepler-375 b,12.125934,1238.81
Kepler-375 c,19.986326,1238.81
Kepler-376 b,4.920199,923.067
Kepler-376 c,14.172327,923.067
Kepler-377 b,12.509529,823.804
Kepler-377 c,27.014976,823.804
Kepler-378 b,16.092361,152.094
Kepler-378 c,28.906009,152.094
Kepler-379 b,20.09838,731.274
Kepler-379 c,62.784697,731.274
Kepler-38 b,105.599,1174.59
Kepler-380 b,3.930821,813.713
Kepler-380 c,7.630004,813.713
Kepler-381 b,5.629021,267.323
Kepler-381 c,13.391635,267.323
Kepler-381 d,8.25629997,267.323
Kepler-382 b,5.262155,935.446
Kepler-382 c,12.162701,935.446
Kepler-383 b,12.904532,470
Kepler-383 c,31.200751,470
Kepler-384 b,22.597053,895.678
Kepler-384 c,45.348269,895.678
Kepler-385 b,10.043686,1432.61
Kepler-385 c,15.163161,1432.61
Kepler-385 d,56.4159,1432.61
Kepler-386 b,12.31043,882.462
Kepler-386 c,25.193458,882.462
Kepler-387 b,6.791636,801.052
Kepler-387 c,11.837549,801.052
Kepler-388 b,3.173315,425
Kepler-388 c,13.297004,425
Kepler-389 b,3.244107,816.559
Kepler-389 c,14.51143,816.559
Kepler-39 b,21.08721,1057.41
Kepler-390 b,6.738088,435.277
Kepler-390 c,13.060022,435.277
Kepler-391 b,7.416755,869.236
Kepler-391 c,20.485435,869.236
Kepler-392 b,5.341853,681.428
Kepler-392 c,10.423118,681.428
Kepler-393 b,9.182417,881.404
Kepler-393 c,14.613612,881.404
Kepler-394 b,8.005013,1058.72
Kepler-394 c,12.130686,1058.72
Kepler-394 d,5.61358023,1058.72
Kepler-395 b,7.054346,421.382
Kepler-395 c,34.989262,421.382
Kepler-396 b,42.994,223.757
Kepler-396 c,88.505,223.757
Kepler-397 b,22.250949,969
Kepler-397 c,135.498527,969
Kepler-398 b,4.081423,177.355
Kepler-398 c,11.419412,177.355
Kepler-398 d,6.83437001,177.355
Kepler-399 b,14.425281,740.537
Kepler-399 c,26.67569,740.537
Kepler-399 d,58.034616,740.537
Kepler-4 b,3.21346,487.916
Kepler-40 b,6.87349,2305.01
Kepler-400 b,9.024389,845.97
Kepler-400 c,17.340824,845.97
Kepler-401 b,14.383035,965.56
Kepler-401 c,47.318218,965.56
Kepler-401 d,184.256405,965.56
Kepler-402 b,4.028751,625.339
Kepler-402 c,6.124821,625.339
Kepler-402 d,8.921099,625.339
Kepler-402 e,11.242861,625.339
Kepler-403 b,7.031462,840.269
Kepler-403 c,54.280749,840.269
Kepler-403 d,13.61159129,840.269
Kepler-404 b,11.829851,812.524
Kepler-404 c,14.751166,812.524
Kepler-405 b,10.613839,1065.08
Kepler-405 c,29.726682,1065.08
Kepler-406 b,2.42629,364.03
Kepler-406 c,4.62332,364.03
Kepler-407 b,0.66931,338.368
Kepler-407 c,3000,338.368
Kepler-408 b,2.46502,88.7832
Kepler-409 b,68.9583216,68.173
Kepler-41 b,1.8555582,1093.08
Kepler-410 A b,17.833648,147.527
Kepler-411 b,3.005156,153.676
Kepler-411 c,7.834435,153.676
Kepler-411 d,58.02035,153.676
Kepler-411 e,31.509728,153.676
Kepler-412 b,1.7208604,1086.24
Kepler-413 b,66.262,847.536
Kepler-414 b,4.7,413.46
Kepler-414 c,7.171,413.46
Kepler-415 b,4.176,530.487
Kepler-415 c,8.708,530.487
Kepler-416 b,6.319,690.819
Kepler-416 c,12.209,690.819
Kepler-416 d,3.07644709,690.819
Kepler-417 b,12.331,973.989
Kepler-417 c,15.943,973.989
Kepler-418 b,86.67856,1002.53
Kepler-418 c,12.21829987,1002.53
Kepler-419 b,69.7546,1011.36
Kepler-419 c,675.47,1011.36
Kepler-42 b,1.2137672,40.0595
Kepler-42 c,0.45328509,40.0595
Kepler-42 d,1.865169,40.0595
Kepler-421 b,704.1984,348.558
Kepler-422 b,7.8914483,722.795
Kepler-423 b,2.6843285,758.753
Kepler-424 b,3.3118644,698.646
Kepler-424 c,223.3,698.646
Kepler-425 b,3.79701816,646.647
Kepler-426 b,3.21751883,843.695
Kepler-427 b,10.290994,1017.8
Kepler-428 b,3.52563254,686.284
Kepler-43 b,3.0240949,1005.84
Kepler-430 b,35.968,917.477
Kepler-430 c,110.979,917.477
Kepler-431 b,6.803,486.546
Kepler-431 c,8.703,486.546
Kepler-431 d,11.922,486.546
Kepler-432 b,52.501129,848.023
Kepler-432 c,406.2,848.023
Kepler-433 b,5.33408384,1878.31
Kepler-434 b,12.8747099,1222.54
Kepler-435 b,8.6001536,1418.77
Kepler-436 b,64.00205,588.867
Kepler-436 c,16.79713874,588.867
Kepler-437 b,66.65062,304
Kepler-438 b,35.23319,195.9428717
Kepler-439 b,178.1396,757.048
Kepler-44 b,3.2467293,1188
Kepler-440 b,101.11141,301.03
Kepler-441 b,207.2482,268.003
Kepler-442 b,112.3053,365.965
Kepler-443 b,177.6693,802.271
Kepler-444 b,3.6001053,36.4396
Kepler-444 c,4.5458841,36.4396
Kepler-444 d,6.189392,36.4396
Kepler-444 e,7.743493,36.4396
Kepler-444 f,9.740486,36.4396
Kepler-445 b,2.984151,127.201
Kepler-445 c,4.871229,127.201
Kepler-445 d,8.15275,127.201
Kepler-446 b,1.565409,96.339
Kepler-446 c,3.036179,96.339
Kepler-446 d,5.148921,96.339
Kepler-447 b,7.79430132,268.041
Kepler-448 c,2500,399.398
Kepler-449 b,12.58242,241.949
Kepler-449 c,33.6727,241.949
Kepler-45 b,2.455239,381.949
Kepler-450 b,28.454851,455.982
Kepler-450 c,15.413135,455.982
Kepler-450 d,7.51464,455.982
Kepler-451 c,1460,396.332
Kepler-451 d,43,396.332
Kepler-452 b,384.843,551.727
Kepler-453 b,240.503,442.846
Kepler-454 b,10.5737534,230.869
Kepler-454 c,524.19,230.869
Kepler-454 d,4073,230.869
Kepler-457 d,10.6906004,1072.3
Kepler-458 c,20.74028413,1594.74
Kepler-46 b,33.60134,777.06
Kepler-46 c,57.011,777.06
Kepler-46 d,6.766589,777.06
Kepler-460 c,220.1303357,1274.01
Kepler-461 b,8.31378306,692.158
Kepler-462 b,84.6866,596.625
Kepler-462 c,207.62,596.625
Kepler-463 b,8.98101683,394.804
Kepler-464 b,7.25696522,667.604
Kepler-465 b,9.94067247,553.077
Kepler-466 b,51.07926307,530.122
Kepler-466 c,3.70921385,530.122
Kepler-467 b,24.99324193,466.265
Kepler-468 b,38.47875707,442.871
Kepler-47 b,49.4643,1025.02
Kepler-47 c,303.227,1025.02
Kepler-47 d,187.366,1025.02
Kepler-471 b,5.01423457,1249.41
Kepler-472 b,4.17625551,306.602
Kepler-473 b,14.55731705,905.937
Kepler-474 b,5.66067294,841.496
Kepler-475 b,3.10550819,280.069
Kepler-476 b,14.00640607,813.535
Kepler-477 b,11.11990653,367
Kepler-478 b,13.2217576,420
Kepler-479 b,12.49341307,344.901
Kepler-48 b,4.778,306.738
Kepler-48 c,9.67395,306.738
Kepler-48 d,42.8961,306.738
Kepler-48 e,982,306.738
Kepler-48 f,5219.681854,306.738
Kepler-480 b,4.9195838,847.508
Kepler-481 b,10.06082567,813.724
Kepler-482 b,56.35418576,313.068
Kepler-483 b,30.229104,860.355
Kepler-484 b,10.04556931,382.136
Kepler-485 b,3.2432598,1140.95
Kepler-487 b,15.3587684,872.343
Kepler-487 c,38.6519976,872.343
Kepler-487 d,2.41839004,872.343
Kepler-489 b,17.27629612,369.645
Kepler-49 b,7.2,311.222
Kepler-49 c,10.91,311.222
Kepler-49 d,2.576549,311.222
Kepler-49 e,18.596108,311.222
Kepler-490 b,3.26869515,1523
Kepler-491 b,4.22538451,630.785
Kepler-493 b,3.00387658,1745.77
Kepler-495 b,3.41303622,658.924
Kepler-495 c,5.89660978,658.924
Kepler-496 b,8.30864937,605.274
Kepler-497 b,3.57320367,1291.98
Kepler-498 b,9.61375356,938.844
Kepler-499 b,5.63252845,556.726
Kepler-5 b,3.5484657,899.777
Kepler-50 b,7.81254,250.11
Kepler-50 c,9.37647,250.11
Kepler-500 b,8.5083244,807.48
Kepler-501 b,5.64067757,1125.24
Kepler-501 c,3.62276006,1125.24
Kepler-502 b,4.28686431,1591.04
Kepler-504 b,9.54927542,99.0688
Kepler-505 b,27.52197994,283.41
Kepler-506 b,6.8834055,228.439
Kepler-507 b,3.56809693,391.644
Kepler-508 b,25.30889748,324.618
Kepler-509 b,41.74600392,332.443
Kepler-51 b,45.154,783.831
Kepler-51 c,85.312,783.831
Kepler-51 d,130.194,783.831
Kepler-51 e,264.284,783.831
Kepler-510 b,19.55659418,386.177
Kepler-511 b,296.637865,651.999
Kepler-511 c,26.62949944,651.999
Kepler-512 b,34.43587975,467.375
Kepler-513 b,28.86235584,468.258
Kepler-514 b,5.65179605,455.336
Kepler-515 b,19.96371318,255
Kepler-516 b,24.85462415,687.094
Kepler-517 b,60.92832271,289.907
Kepler-518 b,8.51203588,337.901
Kepler-519 b,24.3078946,246.61
Kepler-52 b,7.8773565,321.542
Kepler-52 c,16.3850021,321.542
Kepler-52 d,36.445171,321.542
Kepler-520 b,19.67416124,623.901
Kepler-520 c,5.21104261,623.901
Kepler-521 b,22.20813214,830.638
Kepler-522 b,38.58422849,639.239
Kepler-523 b,5.83598311,253.295
Kepler-524 b,7.97419807,1058.24
Kepler-524 c,1.88897906,1058.24
Kepler-525 b,18.68404933,992.852
Kepler-526 b,5.45849832,666.146
Kepler-527 b,13.28535633,750.04
Kepler-528 b,19.78297415,784.23
Kepler-529 b,1.98035766,799.008
Kepler-529 c,12.8345022,799.008
Kepler-529 d,35.86619949,799.008
Kepler-53 b,18.6489525,1366.07
Kepler-53 c,38.5583038,1366.07
Kepler-53 d,9.751962,1366.07
Kepler-530 b,39.30941904,457.709
Kepler-531 b,29.88485741,252.762
Kepler-532 b,12.92491623,312.798
Kepler-533 b,28.51120525,302.955
Kepler-534 b,15.95994513,570.659
Kepler-534 c,7.37868977,570.659
Kepler-535 b,4.90332155,685.599
Kepler-536 b,1.8270823,462.322
Kepler-537 b,3.24755522,439.4
Kepler-538 b,81.73778,155.956
Kepler-539 b,125.63243,307.318
Kepler-539 c,1000,307.318
Kepler-54 b,8.0109434,271.701
Kepler-54 c,12.0717249,271.701
Kepler-54 d,20.995694,271.701
Kepler-540 b,172.7049784,390.374
Kepler-541 b,5.08005848,1060.68
Kepler-542 b,13.14497566,436.016
Kepler-543 b,13.89961966,221.802
Kepler-544 b,21.41616926,963.18
Kepler-545 b,13.24934059,818.001
Kepler-546 b,4.14702026,1019.65
Kepler-547 b,6.01038429,378.972
Kepler-548 b,4.45419434,751.776
Kepler-549 b,42.9495649,635.145
Kepler-549 c,117.040498,635.145
Kepler-549 d,24.61480613,635.145
Kepler-55 b,27.9481449,578.796
Kepler-55 c,42.1516418,578.796
Kepler-55 d,2.211099,578.796
Kepler-55 e,4.617534,578.796
Kepler-55 f,10.198545,578.796
Kepler-550 b,8.60010411,531.944
Kepler-551 b,12.3764661,311.175
Kepler-552 b,5.26341577,843.689
Kepler-553 b,4.030467,728.525
Kepler-553 c,328.24017,728.525
Kepler-554 b,1.90220856,690.525
Kepler-555 b,16.21775407,973.121
Kepler-556 b,11.72292176,674.598
Kepler-557 b,3.70598955,2097.12
Kepler-558 b,29.00790538,661.876
Kepler-559 b,17.58752333,776.708
Kepler-56 b,10.5016,912.994
Kepler-56 c,21.40239,912.994
Kepler-56 d,1002,912.994
Kepler-560 b,18.47764449,109.308
Kepler-561 b,58.3620495,621.378
Kepler-561 c,5.35016198,621.378
Kepler-562 b,18.00931444,992.769
Kepler-563 b,22.18432708,565.207
Kepler-564 b,3.75083228,863.037
Kepler-565 b,4.24374723,1041
Kepler-566 b,18.42794624,564.277
Kepler-567 b,16.54297375,558.81
Kepler-568 b,11.02347475,130.645
Kepler-569 b,34.18890521,638.301
Kepler-57 b,5.72,644.14
Kepler-57 c,11.6,644.14
Kepler-570 b,4.301662,568.148
Kepler-571 b,4.79859939,723.875
Kepler-572 b,17.20523483,504.667
Kepler-573 b,22.18329658,771.471
Kepler-574 b,7.65880414,682.896
Kepler-575 b,9.37891944,853.977
Kepler-576 b,29.91136794,617.55
Kepler-577 b,25.69578251,524.247
Kepler-578 b,1.6168837,541.432
Kepler-579 b,9.66857723,530.765
Kepler-58 b,10.2184954,969.252
Kepler-58 c,15.5741568,969.252
Kepler-58 d,40.101371,969.252
Kepler-58 e,4.45814897,969.252
Kepler-580 b,8.22241966,323.899
Kepler-581 b,40.6069821,703.758
Kepler-582 b,18.49235668,613.179
Kepler-583 b,6.5100253,867.271
Kepler-584 b,35.1810304,1848.84
Kepler-585 b,2.75235975,585.187
Kepler-586 b,2.10472218,693.766
Kepler-587 b,10.94027841,787.894
Kepler-588 b,4.22162536,1209.4
Kepler-589 b,16.54964934,612.803
Kepler-589 c,3.52466011,612.803
Kepler-59 b,11.8681707,1163.22
Kepler-59 c,17.9801235,1163.22
Kepler-590 b,5.85296257,1421.81
Kepler-591 b,81.1694299,785.137
Kepler-592 b,2.82019241,1153.13
Kepler-593 b,21.21708973,973.76
Kepler-594 b,13.64618192,769.2
Kepler-595 b,25.3029092,643.009
Kepler-595 c,12.38602,643.009
Kepler-596 b,21.30022655,1023.85
Kepler-597 b,13.02365861,663.418
Kepler-598 b,3.70175428,681.086
Kepler-598 c,86.4945,681.086
Kepler-599 b,15.65562652,558.517
Kepler-6 b,3.2346996,587.039
Kepler-60 b,7.1334,1025.1
Kepler-60 c,8.9187,1025.1
Kepler-60 d,11.8981,1025.1
Kepler-600 b,23.67517607,619.723
Kepler-601 b,5.37886844,414.825
Kepler-602 b,15.28469497,1159.31
Kepler-603 b,21.05358596,1539.63
Kepler-603 c,127.9075774,1539.63
Kepler-603 d,6.2171292,1539.63
Kepler-604 b,25.85501786,1026.49
Kepler-605 b,3.38353807,556.58
Kepler-605 c,2.35895152,556.58
Kepler-606 b,24.31575992,1215.11
Kepler-607 b,0.6381632,519.122
Kepler-607 c,39.67679977,519.122
Kepler-608 b,6.41251504,946.683
Kepler-609 b,6.52121067,1065.82
Kepler-61 b,59.87756,335.079
Kepler-610 b,6.99692655,845.824
Kepler-610 c,151.86392,845.824
Kepler-611 b,2.4370333,1395.56
Kepler-612 b,3.72215641,1445.53
Kepler-613 b,15.77979614,861.494
Kepler-614 b,14.03491514,527.995
Kepler-615 b,10.35584657,330
Kepler-616 b,9.99761851,945.775
Kepler-616 c,90.4113556,945.775
Kepler-616 d,51.06740189,945.775
Kepler-617 b,1.68269615,173.354
Kepler-618 b,3.59576964,1221.96
Kepler-619 b,5.4042722,900.678
Kepler-619 c,1.20846503,900.678
Kepler-619 d,11.67894236,900.678
Kepler-62 b,5.714932,300.874
Kepler-62 c,12.4417,300.874
Kepler-62 d,18.16406,300.874
Kepler-62 e,122.3874,300.874
Kepler-62 f,267.291,300.874
Kepler-620 b,12.91375431,1355.28
Kepler-621 b,2.62811375,389
Kepler-622 b,14.28226676,284.761
Kepler-623 b,9.07097734,737.702
Kepler-624 b,14.58649607,748.188
Kepler-625 b,7.75192492,760.708
Kepler-625 c,4.1653651,760.708
Kepler-626 b,14.48585199,635.643
Kepler-627 b,40.6994443,984.307
Kepler-629 b,7.2385854,372.05
Kepler-63 b,9.4341505,194.033
Kepler-630 b,161.4743937,839.784
Kepler-631 b,17.97979059,761.966
Kepler-632 b,30.99660733,349
Kepler-633 b,8.50340718,680.54
Kepler-633 c,23.78319931,680.54
Kepler-634 b,5.16950177,888.027
Kepler-635 b,23.44971004,1141.08
Kepler-636 b,16.08066115,310.301
Kepler-637 b,23.20584623,786.091
Kepler-638 b,6.07972888,991.214
Kepler-639 b,10.21420496,850.242
Kepler-640 b,22.24813967,557.787
Kepler-641 b,9.48961571,969.918
Kepler-642 b,4.41745855,781.582
Kepler-643 b,16.33889626,1063.58
Kepler-644 b,3.1739171,1318.05
Kepler-645 b,3.27582262,1173.57
Kepler-646 b,15.87364565,451.794
Kepler-647 b,16.2254649,1087.87
Kepler-647 c,29.6663,1087.87
Kepler-648 b,17.4211749,636.03
Kepler-649 b,29.90722674,513.748
Kepler-65 b,2.15491,303.728
Kepler-65 c,5.859944,303.728
Kepler-65 d,8.13123,303.728
Kepler-65 e,258.8,303.728
Kepler-650 b,3.03214559,884.378
Kepler-651 b,21.38521506,509.408
Kepler-652 b,4.18200253,394.55
Kepler-653 b,14.70748976,595.634
Kepler-653 c,0.90037648,595.634
Kepler-654 b,13.72465129,974.124
Kepler-655 b,46.4063358,752.562
Kepler-656 b,1.26025909,890.352
Kepler-656 c,5.25449393,890.352
Kepler-657 b,24.54350418,1691.88
Kepler-658 b,1.28707676,388.384
Kepler-659 b,17.671796,722.64
Kepler-66 b,17.815815,1202.96
Kepler-660 b,9.27358194,568.431
Kepler-661 b,6.02930132,534.788
Kepler-662 b,21.67697486,815.637
Kepler-663 b,4.99678284,1063.09
Kepler-664 b,2.52559332,1210.12
Kepler-665 b,16.01310205,612.838
Kepler-666 b,4.49876092,1508.71
Kepler-667 b,41.43962808,2302.45
Kepler-668 b,8.35390639,784.618
Kepler-669 b,4.12554687,2063.41
Kepler-67 b,15.7259,1131.19
Kepler-670 b,2.81650485,939.744
Kepler-671 b,4.28095859,1168.26
Kepler-672 b,38.3774623,1033.93
Kepler-673 b,3.72873109,918.21
Kepler-674 b,2.24338185,342.254
Kepler-675 b,2.33743801,665.68
Kepler-676 b,11.59822172,295.196
Kepler-677 b,6.57531678,1954.08
Kepler-678 b,7.27503724,1826.15
Kepler-679 b,12.39358604,922.244
Kepler-68 b,5.39875259,144.166
Kepler-68 c,9.605027,144.166
Kepler-68 d,632.62,144.166
Kepler-68 e,3455,144.166
Kepler-680 b,3.68992629,1492.48
Kepler-681 b,26.39435646,686.923
Kepler-682 b,12.61190667,1979.25
Kepler-683 b,2.53918318,1023.07
Kepler-684 b,6.77030201,1731.27
Kepler-685 b,1.6255222,938.715
Kepler-686 b,1.59474546,1490.94
Kepler-687 b,20.50586978,633.66
Kepler-688 b,3.89593684,1357.75
Kepler-689 b,22.36656079,1131.73
Kepler-69 b,13.722341,730.625
Kepler-69 c,242.4613,730.625
Kepler-690 b,7.74809437,1665.31
Kepler-691 b,8.114379,279.115
Kepler-692 b,21.81293494,991.336
Kepler-693 b,15.37563332,1151.51
Kepler-694 b,6.36584161,1023.06
Kepler-695 b,3.04033042,842.947
Kepler-696 b,4.19042557,1416.44
Kepler-697 b,3.70987065,1277.33
Kepler-698 b,16.32976218,1995.57
Kepler-7 b,4.8854892,922.562
Kepler-700 b,80.8720639,1491.76
Kepler-701 b,10.35533177,774.152
Kepler-702 b,10.52629406,992.071
Kepler-703 b,4.58352176,1156.83
Kepler-704 b,3.76182115,1228.83
Kepler-705 b,56.0560538,276.881
Kepler-707 b,2.23749275,591.776
Kepler-708 b,3.16789194,1394.22
Kepler-709 b,16.08524954,664.843
Kepler-710 b,4.34728553,1448.34
Kepler-711 b,23.58914398,624.575
Kepler-712 b,21.02247699,872.493
Kepler-712 c,226.89047,872.493
Kepler-713 b,7.411141,1089.87
Kepler-714 b,8.09888799,2083.37
Kepler-715 b,10.00652995,1327.44
Kepler-716 b,10.37168453,635.009
Kepler-716 c,3.96999,635.009
Kepler-717 b,4.40840023,2805.48
Kepler-718 b,2.0523499,1302.33
Kepler-719 b,5.00731778,2497.51
Kepler-720 b,4.70832654,1065.37
Kepler-721 b,5.39202539,926.598
Kepler-722 b,4.09357325,1239.5
Kepler-722 c,105.144749,1239.5
Kepler-723 b,4.08227507,1071.8
Kepler-724 b,3.31494634,853.119
Kepler-725 b,39.64317811,758.469
Kepler-726 b,21.80451088,762.081
Kepler-727 b,5.15448442,831.842
Kepler-728 b,5.74347727,1765.23
Kepler-729 b,3.16635371,1921.15
Kepler-730 b,6.49168281,1935.04
Kepler-730 c,2.85188338,1935.04
Kepler-731 b,3.85560355,1257.16
Kepler-732 b,9.46781405,174.826
Kepler-732 c,0.89304124,174.826
Kepler-733 b,20.83424726,916.706
Kepler-734 b,6.10485286,1157.21
Kepler-735 b,11.51516988,695.059
Kepler-736 b,3.60147201,1005.43
Kepler-737 b,28.59915399,205.118
Kepler-738 b,24.58721573,1113.65
Kepler-739 b,12.53248465,1370.65
Kepler-74 b,7.340711,1177.55
Kepler-740 b,3.58410122,1442.02
Kepler-741 b,7.03902374,1661.87
Kepler-742 b,8.36086824,489.253
Kepler-743 b,3.17926292,278.987
Kepler-744 b,12.06222443,449.964
Kepler-745 b,9.93143556,1780.38
Kepler-746 b,3.48159251,450
Kepler-747 b,35.61760587,3347.16
Kepler-748 b,7.40742793,1705.99
Kepler-749 b,17.31716585,721.027
Kepler-75 b,8.8849116,835.356
Kepler-750 b,9.42887179,1296.02
Kepler-750 c,4.08899022,1296.02
Kepler-751 b,17.44490636,760.43
Kepler-752 b,18.82747265,1232.29
Kepler-753 b,5.74772501,274.767
Kepler-754 b,14.5596237,1770.27
Kepler-755 b,1.26909037,399.034
Kepler-755 c,2.85313364,399.034
Kepler-756 b,1.22486632,852
Kepler-757 b,1.02267882,1068.68
Kepler-758 b,12.1097104,1502.32
Kepler-758 c,4.75793986,1502.32
Kepler-758 d,20.4966197,1502.32
Kepler-758 e,8.1934719,1502.32
Kepler-759 b,41.805985,1073.48
Kepler-76 b,1.5449298,822.96
Kepler-760 b,8.70419416,792.336
Kepler-760 c,2.46697439,792.336
Kepler-761 b,10.12804789,830.707
Kepler-762 b,3.7705521,1898.26
Kepler-763 b,1.19655156,962.459
Kepler-763 c,4.09667624,962.459
Kepler-763 d,6.50327035,962.459
Kepler-764 b,7.33683936,1047.84
Kepler-765 b,27.6655226,1076.28
Kepler-766 b,6.10027804,2297.62
Kepler-767 b,161.5280101,2251.03
Kepler-768 b,11.3910025,784.56
Kepler-769 b,7.42608998,1169.57
Kepler-769 c,15.9870174,1169.57
Kepler-77 b,3.57878087,639.411
Kepler-770 b,18.92540274,930.457
Kepler-770 c,1.47532231,930.457
Kepler-770 d,4.15244722,930.457
Kepler-771 b,8.73485836,1393.85
Kepler-772 b,12.99207337,1130.21
Kepler-773 b,3.74910006,547.026
Kepler-774 b,11.0895723,917.804
Kepler-775 b,0.97486893,398.676
Kepler-776 b,4.89718784,727.904
Kepler-777 b,5.72812599,443.106
Kepler-778 b,3.75574426,938.168
Kepler-779 b,7.09714223,283.155
Kepler-78 b,0.35500745,124.376
Kepler-780 b,0.67737516,557.652
Kepler-781 b,13.2140732,1064.47
Kepler-782 b,158.6853308,446.844
Kepler-783 b,4.29264638,516.09
Kepler-783 c,7.05395,516.09
Kepler-784 b,31.5922646,1303.72
Kepler-784 c,17.157236,1303.72
Kepler-785 b,1.97376093,642.051
Kepler-786 b,53.5293487,485.318
Kepler-787 b,0.9283105,503.568
Kepler-788 b,8.39846269,1775.8
Kepler-789 b,8.63847725,1480.16
Kepler-79 b,13.4845,1020.72
Kepler-79 c,27.4029,1020.72
Kepler-79 d,52.0902,1020.72
Kepler-79 e,81.0659,1020.72
Kepler-790 b,13.73469807,703.168
Kepler-791 b,14.5539759,1266.34
Kepler-792 b,11.30119217,1425.47
Kepler-793 b,4.24153639,985.699
Kepler-794 b,11.13125132,931.192
Kepler-795 b,29.6193421,492.122
Kepler-796 b,6.40087618,817.584
Kepler-797 b,27.07237711,1315.26
Kepler-798 b,13.71933369,972.274
Kepler-799 b,133.4605235,1509.084
Kepler-799 c,15.19419956,1509.084
Kepler-8 b,3.5224991,1021.87
Kepler-80 b,7.05246,369.451
Kepler-80 c,9.52355,369.451
Kepler-80 d,3.07222,369.451
Kepler-80 e,4.64489,369.451
Kepler-80 f,0.9867873,369.451
Kepler-80 g,14.64558,369.451
Kepler-800 b,14.13176026,1019.26
Kepler-801 b,11.41928253,440.426
Kepler-802 b,40.0587473,780.585
Kepler-803 b,50.28638192,639.771
Kepler-804 b,14.37457351,649.65
Kepler-804 c,9.65185017,649.65
Kepler-805 b,30.8638931,638.49
Kepler-806 b,8.09219642,361.896
Kepler-808 b,0.63133235,321
Kepler-809 b,55.63934,961.405
Kepler-81 b,5.955,348.291
Kepler-81 c,12.04,348.291
Kepler-81 d,20.837846,348.291
Kepler-810 b,4.59725385,1458.59
Kepler-811 b,23.58447697,985.041
Kepler-812 b,10.11716531,1482.74
Kepler-813 b,19.12947337,840
Kepler-814 b,6.1469851,2055.77
Kepler-815 b,8.57503552,1259.28
Kepler-816 b,10.50682565,983.697
Kepler-817 b,3.99010623,1484.46
Kepler-818 b,10.03538581,925.037
Kepler-819 b,33.1995648,664.306
Kepler-82 b,26.44,904.326
Kepler-82 c,51.54,904.326
Kepler-82 d,2.382961,904.326
Kepler-82 e,5.902206,904.326
Kepler-82 f,75.732,904.326
Kepler-820 b,127.8338098,1387.2
Kepler-821 b,1.92279873,614.571
Kepler-822 b,3.22296927,860.391
Kepler-823 b,4.16809082,1389.27
Kepler-824 b,4.51436633,1201.4
Kepler-825 b,3.77360059,807.85
Kepler-825 c,8.1818246,807.85
Kepler-826 b,4.48758907,779.596
Kepler-827 b,51.92927591,2046.68
Kepler-828 b,0.56785714,575.322
Kepler-829 b,6.88337562,1073.76
Kepler-83 b,9.77,400.409
Kepler-83 c,20.09,400.409
Kepler-83 d,5.169796,400.409
Kepler-830 b,11.29695137,1122
Kepler-831 b,5.62153941,593.54
Kepler-832 b,7.1396941,1688.12
Kepler-833 b,18.7546998,467.37
Kepler-834 b,13.32388301,633.937
Kepler-835 b,11.41909375,2406.33
Kepler-836 b,11.36112327,980.035
Kepler-837 b,16.56059504,901.907
Kepler-838 b,15.74957994,1104.04
Kepler-839 b,37.8144514,944.561
Kepler-84 b,8.726,1023.9
Kepler-84 c,12.883,1023.9
Kepler-84 d,4.224537,1023.9
Kepler-84 e,27.434389,1023.9
Kepler-84 f,44.552169,1023.9
Kepler-841 b,124.4198398,998.961
Kepler-842 b,1.21956827,532.726
Kepler-843 b,2.05387982,1165.66
Kepler-844 b,2.61302086,431.776
Kepler-845 b,0.92785982,431.051
Kepler-846 b,19.80792185,1127.12
Kepler-847 b,2.3432319,513.103
Kepler-848 b,6.91134416,1378.47
Kepler-849 b,394.62508,822.134
Kepler-85 b,8.3,765.025
